Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:27,2021-08-19 21:45:28,0.385s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:28,2021-08-19 21:45:29,0.860s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:45:29,2021-08-19 21:45:30,0.938s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:45:30,2021-08-19 21:45:30,0.400s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:30,2021-08-19 21:45:30,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:45:30,2021-08-19 21:45:32,1.969s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:46:03,28.607s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:45:34,0.007s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:45:34,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:45:34,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:45:34,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:45:34,2021-08-19 21:45:35,0.525s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:35,2021-08-19 21:45:36,1.082s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:45:36,2021-08-19 21:45:37,1.256s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:45:37,2021-08-19 21:45:39,1.540s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:45:39,2021-08-19 21:45:39,0.466s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:45:39,2021-08-19 21:45:40,1.448s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:45:40,2021-08-19 21:45:41,0.563s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:45:41,2021-08-19 21:45:41,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:45:41,2021-08-19 21:45:50,8.949s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:45:50,2021-08-19 21:45:50,0.335s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:45:50,2021-08-19 21:45:51,0.401s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:51,2021-08-19 21:45:52,0.946s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:45:52,2021-08-19 21:45:53,0.840s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:45:53,2021-08-19 21:45:54,1.543s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:45:54,2021-08-19 21:45:55,0.459s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:45:55,2021-08-19 21:45:55,0.918s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:45:55,2021-08-19 21:45:56,0.540s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:56,2021-08-19 21:45:56,0.389s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:56,2021-08-19 21:45:57,0.371s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:57,2021-08-19 21:45:58,0.848s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:45:58,2021-08-19 21:45:58,0.703s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:45:58,2021-08-19 21:45:59,0.415s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:45:59,2021-08-19 21:45:59,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:45:59,2021-08-19 21:46:01,1.952s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:29,25.979s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:03,0.003s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:03,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:03,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:03,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:03,0.396s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:03,2021-08-19 21:46:04,0.920s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:46:04,2021-08-19 21:46:05,1.204s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:46:05,2021-08-19 21:46:07,1.489s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:07,2021-08-19 21:46:07,0.451s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:46:07,2021-08-19 21:46:09,1.508s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:09,2021-08-19 21:46:09,0.453s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:46:09,2021-08-19 21:46:09,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:46:09,2021-08-19 21:46:18,9.177s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:46:18,2021-08-19 21:46:19,0.356s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:46:19,2021-08-19 21:46:19,0.427s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:19,2021-08-19 21:46:20,0.408s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:20,2021-08-19 21:46:20,0.677s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:46:20,2021-08-19 21:46:22,1.640s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:22,2021-08-19 21:46:22,0.452s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:46:22,2021-08-19 21:46:23,0.920s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:23,2021-08-19 21:46:24,0.557s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:24,2021-08-19 21:46:24,0.385s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:24,2021-08-19 21:46:25,0.364s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:25,2021-08-19 21:46:25,0.788s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:46:25,2021-08-19 21:46:26,0.588s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:46:26,2021-08-19 21:46:26,0.409s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:26,2021-08-19 21:46:27,0.330s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:55,26.319s,FAILED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:29,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:29,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:29,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:29,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:29,0.404s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:29,2021-08-19 21:46:30,1.062s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:46:30,2021-08-19 21:46:32,1.204s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:46:32,2021-08-19 21:46:33,1.541s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:33,2021-08-19 21:46:34,0.474s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:46:34,2021-08-19 21:46:35,1.642s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:35,2021-08-19 21:46:36,0.491s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:46:36,2021-08-19 21:46:36,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:46:36,2021-08-19 21:46:44,8.138s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:46:44,2021-08-19 21:46:44,0.331s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:46:44,2021-08-19 21:46:45,0.399s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:45,2021-08-19 21:46:46,0.966s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:46,2021-08-19 21:46:46,0.880s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:46:46,2021-08-19 21:46:48,1.302s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:48,2021-08-19 21:46:48,0.504s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:46:48,2021-08-19 21:46:49,0.925s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:46:49,2021-08-19 21:46:50,0.445s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:50,2021-08-19 21:46:50,0.389s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:50,2021-08-19 21:46:50,0.396s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:50,2021-08-19 21:46:51,0.967s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:46:51,2021-08-19 21:46:52,0.957s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:46:52,2021-08-19 21:46:53,0.422s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:53,2021-08-19 21:46:53,0.351s,FAILED
Video,Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:55,0.000s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:47:21,26.015s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:55,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:55,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:55,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:55,0.004s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:46:55,2021-08-19 21:46:56,0.448s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:46:56,2021-08-19 21:46:57,1.082s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:46:57,2021-08-19 21:46:58,1.292s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:46:58,2021-08-19 21:47:00,1.654s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:00,2021-08-19 21:47:00,0.509s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:47:00,2021-08-19 21:47:02,1.784s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:02,2021-08-19 21:47:03,0.470s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:47:03,2021-08-19 21:47:03,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:47:03,2021-08-19 21:47:08,5.450s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:47:08,2021-08-19 21:47:08,0.347s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:47:08,2021-08-19 21:47:09,0.394s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:09,2021-08-19 21:47:10,1.064s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:47:10,2021-08-19 21:47:11,0.979s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:47:11,2021-08-19 21:47:12,1.563s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:12,2021-08-19 21:47:13,0.469s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:47:13,2021-08-19 21:47:14,0.917s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:14,2021-08-19 21:47:14,0.477s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:14,2021-08-19 21:47:15,0.364s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:15,2021-08-19 21:47:15,0.373s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:15,2021-08-19 21:47:16,0.909s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:47:16,2021-08-19 21:47:17,0.957s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:47:17,2021-08-19 21:47:17,0.433s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:17,2021-08-19 21:47:17,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:47:17,2021-08-19 21:47:19,2.021s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:48,26.493s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:21,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:21,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:21,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:21,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:47:21,2021-08-19 21:47:22,0.480s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:22,2021-08-19 21:47:23,1.034s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:47:23,2021-08-19 21:47:24,1.255s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:47:24,2021-08-19 21:47:26,1.507s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:26,2021-08-19 21:47:26,0.465s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:47:26,2021-08-19 21:47:28,1.519s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:28,2021-08-19 21:47:28,0.458s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:47:28,2021-08-19 21:47:28,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:47:28,2021-08-19 21:47:34,5.477s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:47:34,2021-08-19 21:47:34,0.466s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:47:34,2021-08-19 21:47:34,0.436s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:34,2021-08-19 21:47:36,1.199s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:47:36,2021-08-19 21:47:37,1.265s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:47:37,2021-08-19 21:47:39,1.986s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:39,2021-08-19 21:47:39,0.468s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:47:39,2021-08-19 21:47:40,0.948s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:47:40,2021-08-19 21:47:41,0.478s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:47:41,2021-08-19 21:47:41,0.400s,PASSED
